cohort,gene_symbol,hedges_g,variance
GSE96804,GPC5,-0.6607850995669111,0.07809055701946997
GSE96804,GPC6,-0.253888703313586,0.07493651062845812
GSE96804,GRB14,-0.1248355772519598,0.07452231103250538
GSE96804,GRB2,-1.9869648311695411,0.10784811882027465
GSE96804,GRB7,-0.8446423149463113,0.08043618153123447
GSE96804,GYPA,-1.4526812970466223,0.09227399772268527
GSE96804,GYPB,-0.6012279798752352,0.0774535920701073
GSE96804,GYPC,0.3046414155508794,0.07517673875048007
GSE96804,GZMM,1.6298068527209149,0.09690100981071066
GSE96804,HAPLN1,-0.3449716050271915,0.0753987643115495
GSE96804,HDAC1,-0.37240962835568403,0.07556557382864257
GSE96804,HIF1A,1.0045536688723704,0.0829421767299385
GSE96804,HIF1AN,-0.05668239211890491,0.07441747181410276
GSE96804,HIF3A,0.433813593194554,0.07598511028922182
GSE96804,HIGD1A,0.12460639862273895,0.07452182656835198
GSE96804,HRAS,-1.1323489606131163,0.08525646567024923
GSE96804,HSPG2,1.3905478472882626,0.09077688217021887
GSE96804,HTRA1,-1.4346931956490723,0.09183384191635213
GSE96804,IBSP,0.30783614892281647,0.07519332097518165
GSE96804,ICAM1,-0.18728160471516753,0.07468748457586859
GSE96804,ICAM2,-0.34485822948114975,0.07539810151634473
GSE96804,ICAM3,-1.3855637739472673,0.0906596250183288
GSE96804,ICAM4,-0.588214280664694,0.07732241373276007
GSE96804,ICAM5,-0.5135467592647402,0.07662524622406035
GSE96804,IGHA1,0.8046602000514388,0.07987734591554768
GSE96804,IGHG4,1.2382131401601757,0.08738322509282312
GSE96804,IGHM,0.27958963185617147,0.07505270459940062
GSE96804,IGHV1-46,0.5025323820617364,0.07653040318227498
GSE96804,IGHV1-69,0.6864014692643203,0.07838301489403408
GSE96804,IGHV2-5,0.7582948285703176,0.0792632188773245
GSE96804,IGHV2-70,0.45832955205686643,0.07617046405742756
GSE96804,IGHV3-11,0.8651937388316857,0.08073397445933353
GSE96804,IGHV3-13,0.6842190470519545,0.07835766512573296
GSE96804,IGHV3-23,0.5507375519280118,0.07696068331857173
GSE96804,IGHV3-30,0.7325738982553356,0.07893824827875275
GSE96804,IGHV3-33,0.7888908511316306,0.0796643860634491
GSE96804,IGHV3-48,0.905245356311733,0.08133489775942171
GSE96804,IGHV3-53,0.6022356253465124,0.07746386888918906
GSE96804,IGHV3-7,0.4593639839389288,0.0761785089002377
GSE96804,IGHV3-9,0.430454934265644,0.07596051043153766
GSE96804,IGHV4-34,0.6689801299372472,0.07818290842998865
GSE96804,IGHV4-39,0.29580506282566027,0.07513177470916184
GSE96804,IGHV4-59,0.5254822034306502,0.07673034175093335
GSE96804,IGHV7-81,1.0675189191413705,0.084047842569598
GSE96804,IGKV1-17,0.7546215992379512,0.07921612320783261
GSE96804,IGKV1-5,0.7434007548010698,0.07907367341293733
GSE96804,IGKV1D-12,0.6069431776956493,0.07751210848677201
GSE96804,IGKV1D-16,0.9393062800947172,0.08186733108739983
GSE96804,IGKV1D-33,0.9468231905157636,0.08198748249649368
GSE96804,IGKV1D-39,0.820389299137349,0.08009396086971929
GSE96804,IGKV2-28,0.553840015552675,0.07698972494334909
GSE96804,IGKV2-29,0.7195040590970431,0.07877741416563497
GSE96804,IGKV2D-28,0.5415870054341341,0.07687597682155015
GSE96804,IGKV2D-30,0.7631391480488081,0.07932567915061411
GSE96804,IGKV2D-40,0.1619020867579511,0.07461238191681681
