gene_symbol,focused_pathways,analysis_family,primary_estimand,included_studies,complete_three_study_mapping,discovery_direction,pooled_direction,direction_matches_discovery,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_145_family,fdr_bh_145_family,fdr_lt_0_05,model,inference_df,prediction_interval_df,excluded_sample_ids,excluded_n,sensitivity_scope
C8G,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7699329064413373,0.0,0.5304933349248852,0.15441974964931285,0.21201318879433584,0.10551834909372648,1.434347463788948,-0.14228621905619532,1.6821520319388699,0.0379502769248244,0.06816451360429847,-1.19215604795142,2.7320218608340947,-1.9239500772033247,3.4638158900859994,1.0609866698497703,0.0,0.06816451360429847,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CD34,LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.0777913842812465,0.22984801592295184,0.9292416957613199,0.3387029325136691,0.3513618559658049,-1.37952971285478,1.5351124814172732,-1.4339966644011264,1.5895794329636195,0.8396959558638314,0.8453307348457644,-7.380736644009653,7.536319412572146,-7.474689171023938,7.6302719395864305,5.524211107617582,63.79573551702051,0.8453307348457644,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FGA,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.1561984686124509,0.0,0.1635743978837787,0.08249258100768454,0.203965740644454,-0.19873846023994313,0.5111353974648449,-0.7213952821359044,1.0337922193608062,0.19880323660203908,0.523825008079092,-0.8919691549078987,1.2043660921328005,-2.435431991233991,2.7478289284588926,0.3271487957675574,0.0,0.523825008079092,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FGB,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.22214353213260107,0.0,0.34937906317262507,0.12093374753846414,0.204596911335386,-0.2981923868261558,0.7424794510913579,-0.6581659269119969,1.102452991177199,0.20762862520771688,0.3910276039972218,-1.3144654236351152,1.7587524879003174,-2.3775067117364577,2.82179377600166,0.6987581263452501,0.0,0.3910276039972218,0.6831205130071948,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL8,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE30528,False,NOT_ESTIMABLE,DOWN,False,2.0,-0.10534205555901419,0.0,0.2863928751204441,0.15869118602207988,0.2965320918509509,-2.121704755022792,1.911020643904764,-3.873139525539684,3.6624554144216557,0.6269231080607343,0.7826953811482311,,,,,0.2863928751204441,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ESAM,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804,False,UP,UP,True,2.0,0.45655928557881786,0.01036878621975272,1.0000000124188297,0.24620178703158488,0.24620178703158488,-2.671731026919952,3.5848495980775876,-2.671731026919952,3.5848495980775876,0.31484420852573,0.31484420852573,,,,,1.0841029681996062,7.757839491877587,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C5AR1,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.7168233585288296,0.11435420006405281,0.903701308240283,0.2784072570126817,0.2928654203213489,-1.91471310288166,0.48106638582400063,-1.9769215587080895,0.5432748416504302,0.12351288973446552,0.13413997194608873,-6.28244273666062,4.848796019602961,-6.400977165266555,4.967330448208896,3.506823893795283,42.96833657547921,0.13413997194608873,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL9,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.002691921273467607,0.06647728194326279,0.8800968999880647,0.24207397033670797,0.2580375131025384,-1.0442521505310869,1.0388683079841519,-1.1129377313881084,1.1075538888411733,0.9921370441393844,0.9926234601470887,-4.496398709314061,4.4910148667671255,-4.637594958420247,4.632211115873312,2.777672164622677,27.997262402934336,0.9926234601470887,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TGFBR1,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7306907220803956,0.0,1.0793402061258632,0.22007943041739644,0.22007943041739644,-0.21623463995498726,1.6776160841157786,-0.21623463995498726,1.6776160841157786,0.07998473358243241,0.07998473358243241,-2.065683579080405,3.527065023241196,-2.065683579080405,3.527065023241196,2.1586804122517265,7.350806138376289,0.07998473358243241,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCL20,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.11385647501379247,0.0,0.11049637900056879,0.0677328700264243,0.20376306051326273,-0.40528749312314094,0.17757454309555598,-0.9905781635424226,0.7628652135148376,0.23478955567011994,0.6325337621556232,-0.9744841889556843,0.7467712389280994,-2.702911639617311,2.475198689589726,0.22099275800113757,0.0,0.6325337621556232,0.902079270256232,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SELE,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.32069132782111487,0.02733969931917647,1.0940671078306887,0.2408111651196525,0.2408111651196525,-0.7154354891222664,1.356818144764496,-0.7154354891222664,1.356818144764496,0.3144474202795028,0.3144474202795028,-3.3909499882706338,4.032332643912864,-3.3909499882706338,4.032332643912864,2.5720508181840396,22.24103871275483,0.3144474202795028,0.5921412459808819,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PDGFB,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.8461498085267357,0.6609285670960744,0.9845463778898327,0.5193651982139958,0.5234253541299251,-1.3884982792778913,3.080797896331363,-1.4059677202125562,3.098267337266028,0.24482506929057327,0.24735901791406661,-11.411675301505879,13.10397491855935,-11.439525929163025,13.131825546216497,10.969166250256675,81.76707368298662,0.24735901791406661,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LGALS3,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.5212499278045393,0.0,0.8951842226459755,0.1971386507338559,0.20836058599227547,-0.32696922590410016,1.3694690815131787,-0.3752533162762125,1.4177531718852912,0.11820695242787874,0.1294706745084374,-1.9836341298838132,3.0261339854928915,-2.1262223368162783,3.1687221924253564,1.790368445291951,0.0,0.1294706745084374,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ANGPT2,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.8728894493887152,0.6397394609794662,0.9692618612553626,0.5072780309035875,0.5152588883508608,-1.3097517549934892,3.0555306537709193,-1.3440906130743155,3.089869511851746,0.22744009374711793,0.2323318678015352,-11.16164036564672,12.907419264424151,-11.216255974001209,12.96203487277864,11.280095330206011,82.26965338985771,0.2323318678015352,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SKIL,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.6691142193780316,3.0891056255413325,0.9976347068716731,1.0411716154352961,1.0424051421400036,-3.8106856738567867,5.14891411261285,-3.8159931108999494,5.154221549656013,0.5862873696883959,0.5866932653245331,-25.287469501558977,26.62569794031504,-25.295461315740077,26.63368975449614,39.934893248381144,94.99184838792307,0.5866932653245331,0.8741005158363784,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
EPAS1,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.49595119047302993,0.12478049547579174,1.0581229129950076,0.30677188499359187,0.30677188499359187,-1.8158840788347388,0.823981697888679,-1.8158840788347388,0.823981697888679,0.24733581987072883,0.24733581987072883,-6.4406286834817825,5.448726302535722,-6.4406286834817825,5.448726302535722,3.76997428346888,46.94924024363018,0.24733581987072883,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
F12,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,UP,False,3.0,0.48249024199406226,0.6783625237389763,1.058977887031038,0.5447457572399034,0.5447457572399034,-1.8613615773846,2.8263420613727246,-1.8613615773846,2.8263420613727246,0.46921141689148615,0.46921141689148615,-12.064592365084055,13.02957284907218,-12.064592365084055,13.02957284907218,8.9346798357375,77.61531429475208,0.46921141689148615,0.7644455668456797,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SMAD3,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.25809524012263046,0.13781270485423938,1.1327904009383924,0.32456322038925073,0.32456322038925073,-1.1383875860441497,1.6545780662894105,-1.1383875860441497,1.6545780662894105,0.5098732440730163,0.5098732440730163,-6.00741650043582,6.52360698068108,-6.00741650043582,6.52360698068108,3.968024026472143,49.59707938618146,0.5098732440730163,0.7995223807522984,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
PDGFA,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.29996273667766865,0.0,0.6595891637508331,0.16695618947328508,0.2055728552746664,-1.018317241054565,0.41839176769922765,-1.1844713435766419,0.5845458702213047,0.21422498398702838,0.28192132545905757,-2.4213422621397775,1.8214167887844404,-2.9120135240505043,2.3120880506951673,1.3191783275016662,0.0,0.28192132545905757,0.5757548195994838,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C2,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,UP,False,2.0,0.8737337903167041,0.9941467592590766,0.9999999999627065,0.761552170321372,0.7615521703355725,-8.802704003260855,10.550171583894263,-8.80270400344129,10.550171584074699,0.45639580856350986,0.4563958085693899,,,,,6.732007658908027,85.14559028053444,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C4A,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE30528,False,NOT_ESTIMABLE,NOT_ESTIMABLE,True,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C4B,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804,False,NOT_ESTIMABLE,NOT_ESTIMABLE,True,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C8A,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,UP,False,2.0,0.3761598201098986,0.37287184053003364,0.9999999892873662,0.5049811294346226,0.5049811321394615,-6.040233798521132,6.792553438740929,-6.040233832889369,6.792553473109166,0.5924179946436446,0.5924179962772547,,,,,3.5564347702609984,71.88195300636394,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C8B,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,DOWN,False,2.0,-0.20849731476937794,0.0,0.3050414057051579,0.13050490088671976,0.2362911328060011,-1.8667193045438175,1.4497246750050619,-3.210860825605894,2.793866196067138,0.3560413270003355,0.5397292642778907,,,,,0.3050414057051579,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C9,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,DOWN,False,2.0,-0.07490896632463616,0.0,0.04422162759629637,0.049528091208447526,0.23552349065543443,-0.704223033423853,0.5544051007745806,-3.0675186588317374,2.9177007261824652,0.37190848459688935,0.8039619471609805,,,,,0.04422162759629637,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CA9,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,DOWN,False,2.0,-0.36996188219314996,0.0,0.29634086907483465,0.12938155109310065,0.23767121059144047,-2.0139103594992367,1.2739865951129365,-3.389860943923661,2.649937179537361,0.21417270453285392,0.3635281450091495,,,,,0.29634086907483465,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CCL7,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,UP,False,2.0,0.18263641403455336,0.0,0.6178456658498237,0.18582367079030895,0.23640738151819257,-2.1784771919024686,2.5437500199715752,-2.8212041767394145,3.186477004808521,0.505506756761464,0.5812459573812518,,,,,0.6178456658498237,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CXCL11,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,UP,False,2.0,0.33707683798627913,0.0,0.4967560978737451,0.1673774310683514,0.23747904538625736,-1.789655069426244,2.4638087453988025,-2.6803805333039565,3.354534209276515,0.29341066091750173,0.39072945839759554,,,,,0.4967560978737451,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
F2,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE96804;GSE30528,False,NOT_ESTIMABLE,UP,False,2.0,0.2625297319314144,0.0,0.01306977785454831,0.027033177301048466,0.2364628881861556,-0.08095935353197625,0.606018817394805,-2.742016137929929,3.2670756017927576,0.06532369714661906,0.46677386191357856,,,,,0.01306977785454831,0.0,1.0,1.0,False,REML random effects with modified Hartung-Knapp primary t inference,,,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
