gene_symbol,focused_pathways,analysis_family,primary_estimand,included_studies,complete_three_study_mapping,discovery_direction,pooled_direction,direction_matches_discovery,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_145_family,fdr_bh_145_family,fdr_lt_0_05,model,inference_df,prediction_interval_df,excluded_sample_ids,excluded_n,sensitivity_scope
C7,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6367779870814287,0.434823299785528,0.9068137558786585,0.439576281278656,0.46160999191544627,-0.2545660994718595,3.5281220736347167,-0.3493695046885801,3.6229254788514376,0.06515557478120618,0.07115273817479704,-8.432844027927807,11.706400002090664,-8.590786187459459,11.864342161622316,6.987854525340488,71.37891189996478,0.07115273817479704,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C1QB,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.767726041700504,1.374979473308488,0.9582048701864371,0.7184416275740573,0.7339429465542138,-1.3234787883083525,4.858930871709361,-1.3901755807322136,4.925627664133222,0.13300626792498788,0.1376638190912009,-15.705674881288724,19.241126964689734,-15.809377019593063,19.34482910299407,17.41813456244559,88.51771415113473,0.1376638190912009,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
FGF2,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1707347014819214,0.08467067181905427,1.197561295915142,0.3113882822180141,0.3113882822180141,-0.16906094099880975,2.5105303439626523,-0.16906094099880975,2.5105303439626523,0.06402456057507694,0.06402456057507694,-4.244454392361101,6.585923795324945,-4.244454392361101,6.585923795324945,3.328122724448999,39.9060621981385,0.06402456057507694,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
EMCN,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-1.562478953028371,0.13181351895388033,0.86402510108559,0.30175442396434576,0.3246313562590969,-2.86082344899645,-0.2641344570602917,-2.959254944181535,-0.16570296187520706,0.035332561779093795,0.04055897303190226,-7.560954958667693,4.435997052610951,-7.750792483927123,4.625834577870382,3.2163386139698877,37.81749249556084,0.04055897303190226,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
F13A1,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.7851122934545529,1.1151155504837231,1.0012808620788427,0.6555585397447178,0.6555585397447178,-2.035528447053674,3.6057530339627797,-2.035528447053674,3.6057530339627797,0.3537492522878688,0.3537492522878688,-15.007798311391712,16.578022898300816,-15.007798311391712,16.578022898300816,15.669972925800034,87.2367360845463,0.3537492522878688,0.6332548343424812,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C3,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.6337380652030173,0.5331283245381011,0.9513965237890151,0.4840674960299757,0.496278135188843,-0.44903626794753393,3.7165123983535686,-0.5015744078557689,3.7690505382618036,0.0776967037098119,0.08119532881368223,-9.49743152095307,12.764907651359104,-9.583907365506727,12.851383495912762,7.914801103500275,74.73088743676058,0.08119532881368223,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CX3CR1,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.9672950321019157,0.5366455391292263,1.0283209584564377,0.4917684474788928,0.4917684474788928,-1.1486138208215761,3.0832038850254078,-1.1486138208215761,3.0832038850254078,0.18807307028206213,0.18807307028206213,-10.243594298939882,12.178184363143714,-10.243594298939882,12.178184363143714,8.107832284720484,75.33249418874789,0.18807307028206213,0.4784314945771756,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
C5,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.6483526047271119,0.22597584428682965,1.087609688908615,0.36917828891691795,0.36917828891691795,-2.2367985772800396,0.940093367825816,-2.2367985772800396,0.940093367825816,0.22113629863750464,0.22113629863750464,-8.29605725367986,6.9993520442256365,-8.29605725367986,6.9993520442256365,4.82894274008637,58.58306657071216,0.22113629863750464,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CR1,COMPLEMENT_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.9839183086069965,0.22446914731355352,1.082690502703692,0.37110223726455305,0.37110223726455305,-2.580642362769671,0.6128057455556779,-2.580642362769671,0.6128057455556779,0.11766991704852052,0.11766991704852052,-8.630752776824131,6.662916159610138,-8.630752776824131,6.662916159610138,4.7116409478819214,57.55194374692149,0.11766991704852052,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
BNIP3,HYPOXIA,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.8492747824414557,1.0414910563241593,0.999825923096138,0.6334679837755137,0.6335231270476513,-3.5748675320082812,1.8763179671253696,-3.5751047943586682,1.876555229475757,0.31201364885220073,0.31204519012713827,-16.111393005507704,14.412843440624792,-16.111762533831605,14.413212968948693,15.109243003793004,86.76306947013876,0.31204519012713827,0.5921412459808819,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
ADAMTS5,ECM_REMODELING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.0508301208251662,0.8904505053915718,1.0344136699963178,0.6056412020416784,0.6056412020416784,-1.555033650355914,3.6566938920062464,-1.555033650355914,3.6566938920062464,0.22486401673300363,0.22486401673300363,-13.1962864229037,15.297946664554033,-13.1962864229037,15.297946664554033,10.969991083970365,81.76844461685616,0.22486401673300363,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SPARC,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.39661730785162475,1.272399847289425,1.0324136891401652,0.7036336691194554,0.7036336691194554,-2.630874019291312,3.4241086349945613,-2.630874019291312,3.4241086349945613,0.629750751610441,0.629750751610441,-16.495947088212002,17.28918170391525,-16.495947088212002,17.28918170391525,14.319061904819915,86.03260455681958,0.629750751610441,0.902079270256232,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
CSF1,MACROPHAGE_RECRUITMENT,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.1213269052757624,0.0,0.4454789528351041,0.14706932526479027,0.2203476914745444,0.4885386714706428,1.754115139080882,0.17324730907057073,2.069406501480954,0.01677051979310764,0.03651289589792116,-0.7473660519875882,2.9900198625391132,-1.6784559757999717,3.9211097863514963,0.8909579056702082,0.0,0.03651289589792116,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
SERPINC1,COAGULATION_CASCADE,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,DOWN,DOWN,True,3.0,-0.6852365606338846,0.29197765999374853,1.0901509179837117,0.4016377917469739,0.4016377917469739,-2.4133445016431323,1.042871380375363,-2.4133445016431323,1.042871380375363,0.23010771607234137,0.23010771607234137,-9.239924932953933,7.869451811686164,-9.239924932953933,7.869451811686164,5.432584536455465,63.18511039121507,0.23010771607234137,0.5123865371077093,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
TGFB1,TGF_BETA_SIGNALING,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.6794376892609283,0.08772261719870093,1.043284933390809,0.28374529415667177,0.28374529415667177,-0.5414197751807103,1.900295153702567,-0.5414197751807103,1.900295153702567,0.1389572323706357,0.1389572323706357,-4.53218236064561,5.891057739167467,-4.53218236064561,5.891057739167467,3.2363054804855613,38.2011366955406,0.1389572323706357,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
LOXL2,FIBROSIS,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.8641204039682334,0.12838363086026203,1.1187868548704851,0.3220334219211574,0.3220334219211574,-0.5214775779142239,2.2497183858506906,-0.5214775779142239,2.2497183858506906,0.11534513459477021,0.11534513459477021,-5.257174081589781,6.985414889526249,-5.257174081589781,6.985414889526249,3.767465400788444,46.9139119477661,0.11534513459477021,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
VCAM1,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,0.969557917994685,0.18015919666501792,0.9116315794682793,0.3209260953692353,0.3361207714874684,-0.4112756222764794,2.3503914582658494,-0.47665303695344396,2.415768872942814,0.09431781317363074,0.10210602149551193,-5.7916804133156665,7.730796249305036,-5.909844289619084,7.848960125608453,4.279037662693809,53.26051889104132,0.10210602149551193,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
EDN1,ENDOTHELIAL_ACTIVATION,analysis_defined_145_gene_focused_universe,three-study synthesis with GSE30122 represented by glomerular GSE30528,GSE142025_C1;GSE96804;GSE30528,True,UP,UP,True,3.0,1.5717006903821826,0.4747524644772309,1.0847224839890695,0.49624226425033524,0.49624226425033524,-0.5634574424851164,3.7068588232494815,-0.5634574424851164,3.7068588232494815,0.08689249307666035,0.08689249307666035,-9.217422363752487,12.360823744516853,-9.217422363752487,12.360823744516853,6.213282262332302,67.81089421729808,0.08689249307666035,0.42096059015048937,False,REML random effects with modified Hartung-Knapp primary t inference,2.0,1.0,GSM2544293;GSM2544299;GSM2544304;GSM2544306;GSM2544308;GSM2544309;GSM4217781;GSM4217787,8,excludes samples with predefined robust-z median-correlation flag; potential biological and technical causes are not distinguishable
