source_feature_id,raw_annotation,candidate_gene_symbols,selected_gene_symbol,mapping_status,mean_expression,variance_expression,missing_fraction,finite_values,eligible_before_duplicate_collapse,selected_for_clean_matrix
RAVER2,RAVER2,RAVER2,RAVER2,unique_gene_symbol,9.96343,0.0425674,0,True,True,True
RB1,RB1,RB1,RB1,unique_gene_symbol,10.7312,0.0574991,0,True,True,True
RB1CC1,RB1CC1,RB1CC1,RB1CC1,unique_gene_symbol,11.3593,0.0498596,0,True,True,True
RBAK,RBAK,RBAK,RBAK,unique_gene_symbol,9.80272,0.0302293,0,True,True,True
RBBP4,RBBP4,RBBP4,RBBP4,unique_gene_symbol,12.2923,0.0267364,0,True,True,True
RBBP5,RBBP5,RBBP5,RBBP5,unique_gene_symbol,10.9952,0.0261698,0,True,True,True
RBBP6,RBBP6,RBBP6,RBBP6,unique_gene_symbol,11.424,0.0297632,0,True,True,True
RBBP7,RBBP7,RBBP7,RBBP7,unique_gene_symbol,11.1401,0.0337957,0,True,True,True
RBBP8,RBBP8,RBBP8,RBBP8,unique_gene_symbol,10.8353,0.108259,0,True,True,True
RBBP8NL,RBBP8NL,RBBP8NL,RBBP8NL,unique_gene_symbol,6.34213,0.564666,0,True,True,True
RBBP9,RBBP9,RBBP9,RBBP9,unique_gene_symbol,10.6597,0.0481262,0,True,True,True
RBCK1,RBCK1,RBCK1,RBCK1,unique_gene_symbol,12.057,0.0517583,0,True,True,True
RBFA,RBFA,RBFA,RBFA,unique_gene_symbol,10.246,0.0306393,0,True,True,True
RBFOX1,RBFOX1,RBFOX1,RBFOX1,unique_gene_symbol,6.38,0.653134,0,True,True,True
RBFOX2,RBFOX2,RBFOX2,RBFOX2,unique_gene_symbol,12.4037,0.0430807,0,True,True,True
RBKS,RBKS,RBKS,RBKS,unique_gene_symbol,9.66218,0.169711,0,True,True,True
RBL1,RBL1,RBL1,RBL1,unique_gene_symbol,8.88529,0.058434,0,True,True,True
RBL2,RBL2,RBL2,RBL2,unique_gene_symbol,12.6505,0.026399,0,True,True,True
RBM10,RBM10,RBM10,RBM10,unique_gene_symbol,11.5223,0.0338959,0,True,True,True
RBM12,RBM12,RBM12,RBM12,unique_gene_symbol,11.5777,0.013788,0,True,True,True
RBM12B,RBM12B,RBM12B,RBM12B,unique_gene_symbol,10.8437,0.023111,0,True,True,True
RBM12B-AS1,RBM12B-AS1,RBM12B-AS1,RBM12B-AS1,unique_gene_symbol,7.88168,0.0453936,0,True,True,True
RBM14,RBM14,RBM14,RBM14,unique_gene_symbol,12.1543,0.02776,0,True,True,True
RBM15,RBM15,RBM15,RBM15,unique_gene_symbol,11.4058,0.0289143,0,True,True,True
RBM15B,RBM15B,RBM15B,RBM15B,unique_gene_symbol,11.8806,0.0596889,0,True,True,True
RBM17,RBM17,RBM17,RBM17,unique_gene_symbol,11.2016,0.0216354,0,True,True,True
RBM18,RBM18,RBM18,RBM18,unique_gene_symbol,9.456,0.0277802,0,True,True,True
RBM19,RBM19,RBM19,RBM19,unique_gene_symbol,11.7821,0.0280098,0,True,True,True
RBM20,RBM20,RBM20,RBM20,unique_gene_symbol,9.40927,0.272119,0,True,True,True
RBM22,RBM22,RBM22,RBM22,unique_gene_symbol,10.7199,0.0158079,0,True,True,True
RBM23,RBM23,RBM23,RBM23,unique_gene_symbol,12.0027,0.0132746,0,True,True,True
RBM24,RBM24,RBM24,RBM24,unique_gene_symbol,5.57836,0.719675,0,True,True,True
RBM25,RBM25,RBM25,RBM25,unique_gene_symbol,11.5838,0.0648745,0,True,True,True
RBM26,RBM26,RBM26,RBM26,unique_gene_symbol,11.3946,0.0273339,0,True,True,True
RBM26-AS1,RBM26-AS1,RBM26-AS1,RBM26-AS1,unique_gene_symbol,7.52894,0.483156,0,True,True,True
RBM27,RBM27,RBM27,RBM27,unique_gene_symbol,11.1978,0.00726903,0,True,True,True
RBM28,RBM28,RBM28,RBM28,unique_gene_symbol,10.5003,0.0169992,0,True,True,True
RBM3,RBM3,RBM3,RBM3,unique_gene_symbol,12.2929,0.17294,0,True,True,True
RBM33,RBM33,RBM33,RBM33,unique_gene_symbol,12.7698,0.0319267,0,True,True,True
RBM34,RBM34,RBM34,RBM34,unique_gene_symbol,9.52496,0.0613309,0,True,True,True
RBM38,RBM38,RBM38,RBM38,unique_gene_symbol,10.6953,0.158759,0,True,True,True
RBM39,RBM39,RBM39,RBM39,unique_gene_symbol,12.9343,0.0251901,0,True,True,True
RBM4,RBM4,RBM4,RBM4,unique_gene_symbol,10.7913,0.0187484,0,True,True,True
RBM41,RBM41,RBM41,RBM41,unique_gene_symbol,10.2579,0.0556625,0,True,True,True
RBM42,RBM42,RBM42,RBM42,unique_gene_symbol,11.28,0.0278497,0,True,True,True
RBM43,RBM43,RBM43,RBM43,unique_gene_symbol,9.12771,0.0881776,0,True,True,True
RBM44,RBM44,RBM44,RBM44,unique_gene_symbol,5.44636,0.553542,0,True,True,True
RBM45,RBM45,RBM45,RBM45,unique_gene_symbol,8.60907,0.0316005,0,True,True,True
RBM47,RBM47,RBM47,RBM47,unique_gene_symbol,13.2593,0.0676675,0,True,True,True
RBM48,RBM48,RBM48,RBM48,unique_gene_symbol,9.07773,0.0358142,0,True,True,True
RBM4B,RBM4B,RBM4B,RBM4B,unique_gene_symbol,9.8531,0.0159588,0,True,True,True
RBM5,RBM5,RBM5,RBM5,unique_gene_symbol,12.1839,0.0342865,0,True,True,True
RBM5-AS1,RBM5-AS1,RBM5-AS1,RBM5-AS1,unique_gene_symbol,9.11487,0.0370602,0,True,True,True
RBM6,RBM6,RBM6,RBM6,unique_gene_symbol,12.7384,0.0476488,0,True,True,True
RBM7,RBM7,RBM7,RBM7,unique_gene_symbol,9.39685,0.0272654,0,True,True,True
RBM8A,RBM8A,RBM8A,RBM8A,unique_gene_symbol,11.1076,0.0135391,0,True,True,True
RBMS1,RBMS1,RBMS1,RBMS1,unique_gene_symbol,11.2518,0.0465481,0,True,True,True
RBMS2,RBMS2,RBMS2,RBMS2,unique_gene_symbol,12.6659,0.0769347,0,True,True,True
RBMS3,RBMS3,RBMS3,RBMS3,unique_gene_symbol,11.2054,0.168967,0,True,True,True
RBMX,RBMX,RBMX,RBMX,unique_gene_symbol,12.5281,0.0307664,0,True,True,True
RBMX2,RBMX2,RBMX2,RBMX2,unique_gene_symbol,8.79946,0.0483267,0,True,True,True
RBMXL1,RBMXL1,RBMXL1,RBMXL1,unique_gene_symbol,9.88811,0.0278241,0,True,True,True
RBP1,RBP1,RBP1,RBP1,unique_gene_symbol,9.20992,0.328727,0,True,True,True
RBP2,RBP2,RBP2,RBP2,unique_gene_symbol,6.71527,0.225389,0,True,True,True
RBP4,RBP4,RBP4,RBP4,unique_gene_symbol,11.9474,0.615782,0,True,True,True
RBP5,RBP5,RBP5,RBP5,unique_gene_symbol,13.6995,0.284826,0,True,True,True
RBP7,RBP7,RBP7,RBP7,unique_gene_symbol,7.69162,0.363094,0,True,True,True
RBPJ,RBPJ,RBPJ,RBPJ,unique_gene_symbol,10.9797,0.044914,0,True,True,True
RBPMS,RBPMS,RBPMS,RBPMS,unique_gene_symbol,12.9379,0.0577312,0,True,True,True
RBPMS-AS1,RBPMS-AS1,RBPMS-AS1,RBPMS-AS1,unique_gene_symbol,8.581,0.0988585,0,True,True,True
RBPMS2,RBPMS2,RBPMS2,RBPMS2,unique_gene_symbol,10.0245,0.493207,0,True,True,True
RBSN,RBSN,RBSN,RBSN,unique_gene_symbol,11.4158,0.0291071,0,True,True,True
RBX1,RBX1,RBX1,RBX1,unique_gene_symbol,10.0621,0.226655,0,True,True,True
RC3H1,RC3H1,RC3H1,RC3H1,unique_gene_symbol,12.253,0.0481237,0,True,True,True
RC3H2,RC3H2,RC3H2,RC3H2,unique_gene_symbol,11.797,0.035771,0,True,True,True
RCAN1,RCAN1,RCAN1,RCAN1,unique_gene_symbol,11.7821,0.239605,0,True,True,True
RCAN2,RCAN2,RCAN2,RCAN2,unique_gene_symbol,10.7836,0.183169,0,True,True,True
RCAN3,RCAN3,RCAN3,RCAN3,unique_gene_symbol,9.17375,0.272533,0,True,True,True
RCBTB1,RCBTB1,RCBTB1,RCBTB1,unique_gene_symbol,10.926,0.0642339,0,True,True,True
RCBTB2,RCBTB2,RCBTB2,RCBTB2,unique_gene_symbol,10.5321,0.0488582,0,True,True,True
RCC1,RCC1,RCC1,RCC1,unique_gene_symbol,9.32294,0.352972,0,True,True,True
RCC1L,RCC1L,RCC1L,RCC1L,unique_gene_symbol,10.8481,0.0430327,0,True,True,True
RCC2,RCC2,RCC2,RCC2,unique_gene_symbol,11.8093,0.120738,0,True,True,True
RCCD1,RCCD1,RCCD1,RCCD1,unique_gene_symbol,9.28667,0.0297037,0,True,True,True
RCE1,RCE1,RCE1,RCE1,unique_gene_symbol,9.90486,0.0283716,0,True,True,True
RCHY1,RCHY1,RCHY1,RCHY1,unique_gene_symbol,9.34223,0.0654272,0,True,True,True
RCL1,RCL1,RCL1,RCL1,unique_gene_symbol,10.1439,0.0593171,0,True,True,True
RCN1,RCN1,RCN1,RCN1,unique_gene_symbol,10.8255,0.330797,0,True,True,True
RCN2,RCN2,RCN2,RCN2,unique_gene_symbol,10.1312,0.0471592,0,True,True,True
RCN3,RCN3,RCN3,RCN3,unique_gene_symbol,10.4742,0.0680056,0,True,True,True
RCOR1,RCOR1,RCOR1,RCOR1,unique_gene_symbol,10.9209,0.020026,0,True,True,True
RCOR2,RCOR2,RCOR2,RCOR2,unique_gene_symbol,6.33989,0.280483,0,True,True,True
RCOR3,RCOR3,RCOR3,RCOR3,unique_gene_symbol,11.1425,0.0349767,0,True,True,True
RCSD1,RCSD1,RCSD1,RCSD1,unique_gene_symbol,10.4608,0.375565,0,True,True,True
RDH10,RDH10,RDH10,RDH10,unique_gene_symbol,11.6907,0.0935084,0,True,True,True
RDH10-AS1,RDH10-AS1,RDH10-AS1,RDH10-AS1,unique_gene_symbol,8.2066,0.349088,0,True,True,True
RDH11,RDH11,RDH11,RDH11,unique_gene_symbol,12.0706,0.0679039,0,True,True,True
RDH12,RDH12,RDH12,RDH12,unique_gene_symbol,9.44992,1.60131,0,True,True,True
RDH13,RDH13,RDH13,RDH13,unique_gene_symbol,10.1637,0.0931749,0,True,True,True
RDH14,RDH14,RDH14,RDH14,unique_gene_symbol,7.7207,0.182448,0,True,True,True
RDH16,RDH16,RDH16,RDH16,unique_gene_symbol,5.9431,0.176533,0,True,True,True
RDH5,RDH5,RDH5,RDH5,unique_gene_symbol,7.43365,0.116186,0,True,True,True
RDH8,RDH8,RDH8,RDH8,unique_gene_symbol,4.47797,6.88547,0,True,True,True
RDX,RDX,RDX,RDX,unique_gene_symbol,11.7822,0.193248,0,True,True,True
REC8,REC8,REC8,REC8,unique_gene_symbol,10.826,0.149741,0,True,True,True
RECK,RECK,RECK,RECK,unique_gene_symbol,9.66008,0.0323347,0,True,True,True
RECQL,RECQL,RECQL,RECQL,unique_gene_symbol,9.277,0.0568157,0,True,True,True
RECQL4,RECQL4,RECQL4,RECQL4,unique_gene_symbol,9.86706,0.187552,0,True,True,True
RECQL5,RECQL5,RECQL5,RECQL5,unique_gene_symbol,11.6215,0.0472435,0,True,True,True
REEP1,REEP1,REEP1,REEP1,unique_gene_symbol,7.89168,0.214583,0,True,True,True
REEP2,REEP2,REEP2,REEP2,unique_gene_symbol,6.12646,0.170782,0,True,True,True
REEP3,REEP3,REEP3,REEP3,unique_gene_symbol,10.4508,0.0221335,0,True,True,True
REEP4,REEP4,REEP4,REEP4,unique_gene_symbol,8.83754,0.173655,0,True,True,True
REEP5,REEP5,REEP5,REEP5,unique_gene_symbol,12.328,0.0305578,0,True,True,True
REEP6,REEP6,REEP6,REEP6,unique_gene_symbol,10.6054,0.86201,0,True,True,True
REG1A,REG1A,REG1A,REG1A,unique_gene_symbol,7.40298,5.41614,0,True,True,True
REG3G,REG3G,REG3G,REG3G,unique_gene_symbol,4.27013,4.68602,0,True,True,True
REL,REL,REL,REL,unique_gene_symbol,10.6838,0.161849,0,True,True,True
RELA,RELA,RELA,RELA,unique_gene_symbol,11.7492,0.0350626,0,True,True,True
RELB,RELB,RELB,RELB,unique_gene_symbol,10.0197,0.439571,0,True,True,True
RELL1,RELL1,RELL1,RELL1,unique_gene_symbol,10.377,0.067266,0,True,True,True
RELL2,RELL2,RELL2,RELL2,unique_gene_symbol,7.89839,0.135506,0,True,True,True
RELN,RELN,RELN,RELN,unique_gene_symbol,9.17249,0.614721,0,True,True,True
RELT,RELT,RELT,RELT,unique_gene_symbol,8.96544,0.844443,0,True,True,True
REM1,REM1,REM1,REM1,unique_gene_symbol,6.73459,0.308874,0,True,True,True
REM2,REM2,REM2,REM2,unique_gene_symbol,6.41753,0.206551,0,True,True,True
REN,REN,REN,REN,unique_gene_symbol,10.6593,1.90076,0,True,True,True
RENBP,RENBP,RENBP,RENBP,unique_gene_symbol,11.3739,0.26252,0,True,True,True
REP15,REP15,REP15,REP15,unique_gene_symbol,6.85792,0.178655,0,True,True,True
REPIN1,REPIN1,REPIN1,REPIN1,unique_gene_symbol,12.2312,0.0488611,0,True,True,True
REPS1,REPS1,REPS1,REPS1,unique_gene_symbol,10.9362,0.0214321,0,True,True,True
REPS2,REPS2,REPS2,REPS2,unique_gene_symbol,10.788,0.277479,0,True,True,True
RER1,RER1,RER1,RER1,unique_gene_symbol,12.0868,0.0334809,0,True,True,True
RERE,RERE,RERE,RERE,unique_gene_symbol,13.8538,0.113827,0,True,True,True
RERG,RERG,RERG,RERG,unique_gene_symbol,10.5213,0.150627,0,True,True,True
RERG-AS1,RERG-AS1,RERG-AS1,RERG-AS1,unique_gene_symbol,6.903,0.264523,0,True,True,True
RERGL,RERGL,RERGL,RERGL,unique_gene_symbol,7.06395,0.338992,0,True,True,True
REST,REST,REST,REST,unique_gene_symbol,11.6507,0.0174231,0,True,True,True
RET,RET,RET,RET,unique_gene_symbol,8.41548,0.695973,0,True,True,True
RETN,RETN,RETN,RETN,unique_gene_symbol,2.11015,4.25562,0,True,True,True
RETSAT,RETSAT,RETSAT,RETSAT,unique_gene_symbol,12.6224,0.267733,0,True,True,True
REV1,REV1,REV1,REV1,unique_gene_symbol,11.5984,0.0121836,0,True,True,True
REV3L,REV3L,REV3L,REV3L,unique_gene_symbol,12.26,0.0284231,0,True,True,True
REXO1,REXO1,REXO1,REXO1,unique_gene_symbol,11.5011,0.11418,0,True,True,True
REXO2,REXO2,REXO2,REXO2,unique_gene_symbol,10.8952,0.121288,0,True,True,True
REXO4,REXO4,REXO4,REXO4,unique_gene_symbol,10.1166,0.0294085,0,True,True,True
RFC1,RFC1,RFC1,RFC1,unique_gene_symbol,11.448,0.0324128,0,True,True,True
RFC2,RFC2,RFC2,RFC2,unique_gene_symbol,9.2491,0.0752629,0,True,True,True
RFC3,RFC3,RFC3,RFC3,unique_gene_symbol,7.6323,0.0720012,0,True,True,True
RFC4,RFC4,RFC4,RFC4,unique_gene_symbol,7.77846,0.0539503,0,True,True,True
RFC5,RFC5,RFC5,RFC5,unique_gene_symbol,9.26179,0.0255086,0,True,True,True
RFFL,RFFL,RFFL,RFFL,unique_gene_symbol,9.67328,0.0495855,0,True,True,True
RFK,RFK,RFK,RFK,unique_gene_symbol,9.50783,0.0649204,0,True,True,True
RFLNB,RFLNB,RFLNB,RFLNB,unique_gene_symbol,9.74309,0.14893,0,True,True,True
RFNG,RFNG,RFNG,RFNG,unique_gene_symbol,10.97,0.0709223,0,True,True,True
RFT1,RFT1,RFT1,RFT1,unique_gene_symbol,10.4135,0.0149847,0,True,True,True
RFTN1,RFTN1,RFTN1,RFTN1,unique_gene_symbol,11.2637,0.150092,0,True,True,True
RFTN2,RFTN2,RFTN2,RFTN2,unique_gene_symbol,8.02368,0.0841767,0,True,True,True
RFWD2,RFWD2,RFWD2,RFWD2,unique_gene_symbol,10.8933,0.0111546,0,True,True,True
RFWD3,RFWD3,RFWD3,RFWD3,unique_gene_symbol,10.7167,0.0367195,0,True,True,True
RFX1,RFX1,RFX1,RFX1,unique_gene_symbol,10.6467,0.203118,0,True,True,True
RFX2,RFX2,RFX2,RFX2,unique_gene_symbol,8.82113,0.0759281,0,True,True,True
RFX3,RFX3,RFX3,RFX3,unique_gene_symbol,10.2894,0.0417971,0,True,True,True
RFX3-AS1,RFX3-AS1,RFX3-AS1,RFX3-AS1,unique_gene_symbol,8.17018,0.17864,0,True,True,True
RFX5,RFX5,RFX5,RFX5,unique_gene_symbol,11.4204,0.067954,0,True,True,True
RFX7,RFX7,RFX7,RFX7,unique_gene_symbol,10.7734,0.0299921,0,True,True,True
RFXANK,RFXANK,RFXANK,RFXANK,unique_gene_symbol,9.80691,0.0729485,0,True,True,True
RFXAP,RFXAP,RFXAP,RFXAP,unique_gene_symbol,7.77183,0.046103,0,True,True,True
RGAG4,RGAG4,RGAG4,RGAG4,unique_gene_symbol,10.169,0.0681008,0,True,True,True
RGCC,RGCC,RGCC,RGCC,unique_gene_symbol,8.90761,0.219302,0,True,True,True
RGL1,RGL1,RGL1,RGL1,unique_gene_symbol,12.5287,0.0700594,0,True,True,True
RGL3,RGL3,RGL3,RGL3,unique_gene_symbol,12.1536,0.272382,0,True,True,True
RGL4,RGL4,RGL4,RGL4,unique_gene_symbol,12.5692,0.122669,0,True,True,True
RGMA,RGMA,RGMA,RGMA,unique_gene_symbol,8.05121,0.0777923,0,True,True,True
RGMB,RGMB,RGMB,RGMB,unique_gene_symbol,9.51535,0.0333888,0,True,True,True
RGN,RGN,RGN,RGN,unique_gene_symbol,11.6938,0.402732,0,True,True,True
RGP1,RGP1,RGP1,RGP1,unique_gene_symbol,10.5866,0.0501555,0,True,True,True
RGPD3,RGPD3,RGPD3,RGPD3,unique_gene_symbol,6.53487,2.29224,0,True,True,True
RGPD4,RGPD4,RGPD4,RGPD4,unique_gene_symbol,6.6181,0.105811,0,True,True,True
RGS1,RGS1,RGS1,RGS1,unique_gene_symbol,5.58998,4.16261,0,True,True,True
RGS10,RGS10,RGS10,RGS10,unique_gene_symbol,8.40436,0.763674,0,True,True,True
RGS11,RGS11,RGS11,RGS11,unique_gene_symbol,7.52429,0.256106,0,True,True,True
RGS12,RGS12,RGS12,RGS12,unique_gene_symbol,11.519,0.0116915,0,True,True,True
RGS14,RGS14,RGS14,RGS14,unique_gene_symbol,10.6004,0.142362,0,True,True,True
RGS16,RGS16,RGS16,RGS16,unique_gene_symbol,8.55824,0.630997,0,True,True,True
RGS18,RGS18,RGS18,RGS18,unique_gene_symbol,5.58226,1.09784,0,True,True,True
RGS19,RGS19,RGS19,RGS19,unique_gene_symbol,8.56385,0.86363,0,True,True,True
RGS2,RGS2,RGS2,RGS2,unique_gene_symbol,8.56831,0.461742,0,True,True,True
RGS22,RGS22,RGS22,RGS22,unique_gene_symbol,5.62517,0.371075,0,True,True,True
RGS3,RGS3,RGS3,RGS3,unique_gene_symbol,12.218,0.122484,0,True,True,True
RGS4,RGS4,RGS4,RGS4,unique_gene_symbol,6.91884,0.994219,0,True,True,True
RGS5,RGS5,RGS5,RGS5,unique_gene_symbol,12.0569,0.202724,0,True,True,True
RGS6,RGS6,RGS6,RGS6,unique_gene_symbol,7.08854,0.535526,0,True,True,True
RGS7,RGS7,RGS7,RGS7,unique_gene_symbol,5.52549,1.24525,0,True,True,True
RGS7BP,RGS7BP,RGS7BP,RGS7BP,unique_gene_symbol,7.53562,0.136365,0,True,True,True
RGS9,RGS9,RGS9,RGS9,unique_gene_symbol,8.34644,0.0981174,0,True,True,True
RGS9BP,RGS9BP,RGS9BP,RGS9BP,unique_gene_symbol,7.49852,1.16145,0,True,True,True
RHBDD1,RHBDD1,RHBDD1,RHBDD1,unique_gene_symbol,11.1093,0.0176057,0,True,True,True
RHBDD2,RHBDD2,RHBDD2,RHBDD2,unique_gene_symbol,12.1007,0.0449587,0,True,True,True
RHBDD3,RHBDD3,RHBDD3,RHBDD3,unique_gene_symbol,9.87045,0.0357439,0,True,True,True
RHBDF1,RHBDF1,RHBDF1,RHBDF1,unique_gene_symbol,10.1264,0.156494,0,True,True,True
RHBDF2,RHBDF2,RHBDF2,RHBDF2,unique_gene_symbol,10.2623,0.391185,0,True,True,True
RHBDL1,RHBDL1,RHBDL1,RHBDL1,unique_gene_symbol,8.57744,0.381147,0,True,True,True
RHBDL2,RHBDL2,RHBDL2,RHBDL2,unique_gene_symbol,7.35012,0.0525247,0,True,True,True
RHBDL3,RHBDL3,RHBDL3,RHBDL3,unique_gene_symbol,6.13181,0.322082,0,True,True,True
RHBG,RHBG,RHBG,RHBG,unique_gene_symbol,10.7978,0.675836,0,True,True,True
RHCG,RHCG,RHCG,RHCG,unique_gene_symbol,11.4245,1.84341,0,True,True,True
RHD,RHD,RHD,RHD,unique_gene_symbol,8.28141,0.278013,0,True,True,True
RHEB,RHEB,RHEB,RHEB,unique_gene_symbol,10.5658,0.0711288,0,True,True,True
RHNO1,RHNO1,RHNO1,RHNO1,unique_gene_symbol,9.04169,0.130704,0,True,True,True
RHOA,RHOA,RHOA,RHOA,unique_gene_symbol,13.6279,0.0844893,0,True,True,True
RHOB,RHOB,RHOB,RHOB,unique_gene_symbol,13.1568,0.233437,0,True,True,True
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1,unique_gene_symbol,12.7013,0.144997,0,True,True,True
RHOBTB2,RHOBTB2,RHOBTB2,RHOBTB2,unique_gene_symbol,11.6398,0.0455517,0,True,True,True
RHOBTB3,RHOBTB3,RHOBTB3,RHOBTB3,unique_gene_symbol,11.5917,0.0523181,0,True,True,True
RHOC,RHOC,RHOC,RHOC,unique_gene_symbol,13.1978,0.122286,0,True,True,True
RHOD,RHOD,RHOD,RHOD,unique_gene_symbol,8.81736,0.290124,0,True,True,True
RHOF,RHOF,RHOF,RHOF,unique_gene_symbol,6.26341,0.225615,0,True,True,True
RHOG,RHOG,RHOG,RHOG,unique_gene_symbol,10.0277,0.23366,0,True,True,True
RHOH,RHOH,RHOH,RHOH,unique_gene_symbol,7.0225,2.62735,0,True,True,True
RHOJ,RHOJ,RHOJ,RHOJ,unique_gene_symbol,9.10153,0.237745,0,True,True,True
RHOQ,RHOQ,RHOQ,RHOQ,unique_gene_symbol,10.7396,0.0544846,0,True,True,True
RHOT1,RHOT1,RHOT1,RHOT1,unique_gene_symbol,10.4454,0.0394756,0,True,True,True
RHOT2,RHOT2,RHOT2,RHOT2,unique_gene_symbol,12.2082,0.0253247,0,True,True,True
RHOU,RHOU,RHOU,RHOU,unique_gene_symbol,9.39726,0.256231,0,True,True,True
RHOV,RHOV,RHOV,RHOV,unique_gene_symbol,6.08038,0.401223,0,True,True,True
RHOXF1-AS1,RHOXF1-AS1,RHOXF1-AS1,RHOXF1-AS1,unique_gene_symbol,6.52784,0.752879,0,True,True,True
RHPN1,RHPN1,RHPN1,RHPN1,unique_gene_symbol,11.1022,0.12155,0,True,True,True
RHPN2,RHPN2,RHPN2,RHPN2,unique_gene_symbol,11.2585,0.0756244,0,True,True,True
RIBC1,RIBC1,RIBC1,RIBC1,unique_gene_symbol,7.75951,0.0626915,0,True,True,True
RIC1,RIC1,RIC1,RIC1,unique_gene_symbol,11.6464,0.0233763,0,True,True,True
RIC3,RIC3,RIC3,RIC3,unique_gene_symbol,10.4707,0.0381294,0,True,True,True
RIC8A,RIC8A,RIC8A,RIC8A,unique_gene_symbol,11.9192,0.036064,0,True,True,True
RIC8B,RIC8B,RIC8B,RIC8B,unique_gene_symbol,10.3442,0.0203094,0,True,True,True
RICTOR,RICTOR,RICTOR,RICTOR,unique_gene_symbol,11.8048,0.0286301,0,True,True,True
RIDA,RIDA,RIDA,RIDA,unique_gene_symbol,11.4955,0.527919,0,True,True,True
RIF1,RIF1,RIF1,RIF1,unique_gene_symbol,11.5923,0.0401775,0,True,True,True
RILP,RILP,RILP,RILP,unique_gene_symbol,9.91078,0.176484,0,True,True,True
RILPL1,RILPL1,RILPL1,RILPL1,unique_gene_symbol,10.3223,0.0490608,0,True,True,True
RILPL2,RILPL2,RILPL2,RILPL2,unique_gene_symbol,10.1399,0.0729144,0,True,True,True
RIMBP2,RIMBP2,RIMBP2,RIMBP2,unique_gene_symbol,9.37857,0.583971,0,True,True,True
RIMKLA,RIMKLA,RIMKLA,RIMKLA,unique_gene_symbol,8.94563,0.102248,0,True,True,True
RIMKLB,RIMKLB,RIMKLB,RIMKLB,unique_gene_symbol,10.8747,0.0480799,0,True,True,True
RIMS1,RIMS1,RIMS1,RIMS1,unique_gene_symbol,4.79825,2.29264,0,True,True,True
RIMS2,RIMS2,RIMS2,RIMS2,unique_gene_symbol,6.76956,1.12261,0,True,True,True
RIMS3,RIMS3,RIMS3,RIMS3,unique_gene_symbol,9.27925,0.182051,0,True,True,True
RIN1,RIN1,RIN1,RIN1,unique_gene_symbol,7.76925,0.365949,0,True,True,True
RIN2,RIN2,RIN2,RIN2,unique_gene_symbol,12.2953,0.0148449,0,True,True,True
RIN3,RIN3,RIN3,RIN3,unique_gene_symbol,10.7065,0.164687,0,True,True,True
RINL,RINL,RINL,RINL,unique_gene_symbol,8.91644,0.114315,0,True,True,True
RINT1,RINT1,RINT1,RINT1,unique_gene_symbol,9.44833,0.0303709,0,True,True,True
RIOK1,RIOK1,RIOK1,RIOK1,unique_gene_symbol,8.77623,0.0387077,0,True,True,True
RIOK2,RIOK2,RIOK2,RIOK2,unique_gene_symbol,8.81359,0.0819676,0,True,True,True
RIOK3,RIOK3,RIOK3,RIOK3,unique_gene_symbol,11.4752,0.0596542,0,True,True,True
RIOX1,RIOX1,RIOX1,RIOX1,unique_gene_symbol,9.58474,0.0274061,0,True,True,True
RIOX2,RIOX2,RIOX2,RIOX2,unique_gene_symbol,9.9997,0.0293281,0,True,True,True
RIPK1,RIPK1,RIPK1,RIPK1,unique_gene_symbol,11.5689,0.0255294,0,True,True,True
RIPK2,RIPK2,RIPK2,RIPK2,unique_gene_symbol,8.69825,0.0641513,0,True,True,True
RIPK3,RIPK3,RIPK3,RIPK3,unique_gene_symbol,8.06678,0.369875,0,True,True,True
RIPK4,RIPK4,RIPK4,RIPK4,unique_gene_symbol,11.3822,0.177664,0,True,True,True
RIPPLY1,RIPPLY1,RIPPLY1,RIPPLY1,unique_gene_symbol,5.69712,0.909619,0,True,True,True
RIT1,RIT1,RIT1,RIT1,unique_gene_symbol,11.0817,0.0317806,0,True,True,True
RITA1,RITA1,RITA1,RITA1,unique_gene_symbol,10.4237,0.146948,0,True,True,True
RLF,RLF,RLF,RLF,unique_gene_symbol,10.5533,0.0423815,0,True,True,True
RLIM,RLIM,RLIM,RLIM,unique_gene_symbol,11.7765,0.0131529,0,True,True,True
RMDN1,RMDN1,RMDN1,RMDN1,unique_gene_symbol,10.8626,0.0640676,0,True,True,True
RMDN2,RMDN2,RMDN2,RMDN2,unique_gene_symbol,8.33461,0.137634,0,True,True,True
RMDN3,RMDN3,RMDN3,RMDN3,unique_gene_symbol,11.0628,0.0316441,0,True,True,True
RMI1,RMI1,RMI1,RMI1,unique_gene_symbol,7.80747,0.0858235,0,True,True,True
RMI2,RMI2,RMI2,RMI2,unique_gene_symbol,6.52522,0.244809,0,True,True,True
RMND1,RMND1,RMND1,RMND1,unique_gene_symbol,10.5286,0.155491,0,True,True,True
RMND5A,RMND5A,RMND5A,RMND5A,unique_gene_symbol,12.0076,0.0404679,0,True,True,True
RMND5B,RMND5B,RMND5B,RMND5B,unique_gene_symbol,10.9301,0.0158418,0,True,True,True
RMRP,RMRP,RMRP,RMRP,unique_gene_symbol,16.7226,0.211923,0,True,True,True
RMST,RMST,RMST,RMST,unique_gene_symbol,11.3255,0.66566,0,True,True,True
RNA45S5,RNA45S5,RNA45S5,RNA45S5,unique_gene_symbol,17.5152,0.579633,0,True,True,True
