gene_symbol,compartment_model,eligible_cohorts,contributing_cohorts,k,pooled_effect,tau2_reml,hk_scale,pooled_se_hk,pooled_se_modified_hk,ci_95_low_hk,ci_95_high_hk,ci_95_low_modified_hk,ci_95_high_modified_hk,p_value_hk,p_value_modified_hk,prediction_interval_95_low,prediction_interval_95_high,prediction_interval_95_low_modified_hk,prediction_interval_95_high_modified_hk,cochran_q,i2_percent,p_value_for_family,fdr_bh_canonical_union,fdr_lt_0_05
SERPINA5,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.34067820708563507,0.47820379187623413,0.9571968795117284,0.4491651695573078,0.4590980356334596,-2.273279949989765,1.591923535818495,-2.3160176233265557,1.6346612091552855,0.5273644802227471,0.5353635812904514,-10.818122035386972,10.136765621215703,-10.887400653430312,10.206044239259043,9.111061552017292,78.0486610854124,0.5353635812904514,0.9702342105654901,False
SERPINC1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.5239568968968208,0.0644718131416405,0.9519309299319008,0.2555466391916777,0.26191927184709196,-1.6234853415931938,0.5755715477995521,-1.6509045668837024,0.6029907730900609,0.1768224156312949,0.1834419413789934,-5.101293709483767,4.053379915690125,-5.159084218210747,4.1111704244171055,2.7907111006108867,28.333678123751326,0.1834419413789934,0.7521577393329717,False
SERPIND1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.6084222968118332,0.2270615290277703,0.9336252015702379,0.3454902064529995,0.35756043578612723,-2.0949466767085365,0.8781020830848701,-2.1468806818974207,0.9300360882737543,0.22029472300732378,0.2309390565829465,-8.087025119047057,6.870180525423391,-8.178068392090376,6.96122379846671,5.0382856822402395,60.30395800996513,0.2309390565829465,0.754127183883559,False
SERPINE1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.47346706614844614,0.16927267031242849,1.0610773145507237,0.3355935897998724,0.3355935897998724,-0.9704756090903961,1.9174097413872884,-0.9704756090903961,1.9174097413872884,0.2937394614145643,0.2937394614145643,-6.272746660441305,7.219680792738197,-6.272746660441305,7.219680792738197,4.231077341525948,52.73071516866445,0.2937394614145643,0.7992778828604795,False
SERPINE2,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.592117483882559,0.9000360960086514,1.0006963173347767,0.6124426507991947,0.6124426507991947,-1.0430105593935926,4.22724552715871,-1.0430105593935926,4.22724552715871,0.12157081152463607,0.12157081152463607,-12.755894631489008,15.940129599254126,-12.755894631489008,15.940129599254126,10.732607681086408,81.36519977782743,0.12157081152463607,0.7521577393329717,False
SERPING1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.14838060718133134,0.5934425646111624,1.0098514673416183,0.5027762878453401,0.5027762878453401,-2.311652374532385,2.0148911601697224,-2.311652374532385,2.0148911601697224,0.7957175733173543,0.7957175733173543,-11.8368912067852,11.54012999242254,-11.8368912067852,11.54012999242254,9.567197795096448,79.09523725928321,0.7957175733173543,1.0,False
SERPINH1,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,1.8651184105942118,1.4069634440835312,0.9684386000580689,0.7315801856108878,0.743405703531377,-1.2826170720550927,5.012853893243516,-1.3334981690163867,5.063734990204811,0.12553114972336574,0.12886494691222308,-15.842485801546077,19.572722622734503,-15.921823228243484,19.65206004943191,16.42624234838321,87.82436081495622,0.12886494691222308,0.7521577393329717,False
SGCA,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.41869702935916114,1.1063075922018386,0.990585450553308,0.6474662214010887,0.6505357132758839,-2.3671252755728025,3.204519334291125,-2.380332233166834,3.2177262918851564,0.5841485166692617,0.5857733383009698,-15.274983803782002,16.112377862500324,-15.295464062056647,16.13285812077497,16.93001927212212,88.18666436314513,0.5857733383009698,1.0,False
SGCB,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,-0.8584233308581932,0.011372668938604306,0.9105191368702081,0.21507282667712457,0.22539330096928456,-1.7838070156554562,0.06696035393906974,-1.8282124325409275,0.11136577082454102,0.05741907959130514,0.0625431189022079,-3.908679765247589,2.191833103531202,-4.0266998521703865,2.3098531904540005,1.9620208798929144,0.0,0.0625431189022079,0.734378198964584,False
SGCD,primary glomerular three-source-study synthesis,GSE96804;GSE30528;GSE104948_H7,GSE96804;GSE30528;GSE104948_H7,3.0,0.40027834459602596,0.030931402974633957,0.8477595131343953,0.21673766843096443,0.23539544843671345,-0.5322685761179969,1.3328252653100487,-0.6125465241907978,1.4131032133828496,0.20604255071557714,0.23115009467695297,-3.1462466910110636,3.9468033802031157,-3.333323114630615,4.1338798038226665,2.132836224990296,6.228149326885156,0.23115009467695297,0.754127183883559,False
