cohort,gene_symbol,hedges_g_highest_mean,hedges_g_median_probe,direction_changed
GSE30529,C3AR1,1.5138152670639708,1.5138152670639708,False
GSE30529,C4A,0.3539619795431848,0.7242855413860869,False
GSE30529,C4BPA,1.2584327722757718,1.2584327722757718,False
GSE30529,C4BPB,-1.9133919997203845,-1.9133919997203845,False
GSE30529,C5,-0.1261214311058223,-0.1261214311058223,False
GSE30529,C5AR1,0.14366870366548196,0.14366870366548196,False
GSE30529,C5AR2,-1.2200691009392022,-1.2200691009392022,False
GSE30529,C6,0.9378258160469066,0.9378258160469066,False
GSE30529,C7,1.4638511175130808,1.4638511175130808,False
GSE30529,C8A,-0.410115419072543,-0.410115419072543,False
GSE30529,C8B,-1.1855920476854724,-1.1855920476854724,False
GSE30529,C8G,-0.27691886655365583,-0.27691886655365583,False
GSE30529,C9,-0.9381076263719306,-0.9381076263719306,False
GSE30529,CA9,-2.039299668114123,-2.039299668114123,False
GSE30529,CAPN1,0.9376759317172604,0.9376759317172604,False
GSE30529,CAPN10,-0.34608553221179117,-1.1078317931794965,False
GSE30529,CAPN11,-0.9730940777738121,-0.9730940777738121,False
GSE30529,CAPN15,-0.07005946199312932,-0.07005946199312932,False
GSE30529,CAPN2,-1.4511813736282,0.30442904970711043,True
GSE30529,CAPN3,0.013603091937887647,-0.051042109392330524,True
GSE30529,CAPN5,-0.6095743910066632,-0.6095743910066632,False
GSE30529,CAPN6,1.8582763548436334,0.7360906730136003,False
GSE30529,CAPN7,0.46793796753799655,0.4917297408232797,False
GSE30529,CAPN9,-1.5102197605497034,-1.5598956020478854,False
GSE30529,CAPNS1,0.4491986833936696,0.4491986833936696,False
GSE30529,CASK,1.0091048965618525,1.5153189914123097,False
GSE30529,CASP3,2.2975175401242423,2.2975175401242423,False
GSE30529,CAST,0.6487783305199791,1.7234210829021201,False
GSE30529,CAV1,1.2204636920757883,1.265649631002492,False
GSE30529,CBL,-1.3942397908101967,-1.3942397908101967,False
GSE30529,CCL1,-1.4362642972243893,-1.4362642972243893,False
GSE30529,CCL11,-0.22812996279889372,-0.22812996279889372,False
GSE30529,CCL13,1.0611710760098232,-0.22628054330751918,True
GSE30529,CCL16,-1.5227155536027717,-1.5227155536027717,False
GSE30529,CCL17,-1.3084447786073814,-1.3084447786073814,False
GSE30529,CCL19,1.411320643220555,1.411320643220555,False
GSE30529,CCL2,2.73944829712361,2.73944829712361,False
GSE30529,CCL20,1.3252727664315234,1.3252727664315234,False
GSE30529,CCL21,0.3832741496957446,0.3832741496957446,False
GSE30529,CCL22,-0.30069964191344684,-0.30069964191344684,False
GSE30529,CCL25,-1.4871908254226938,-1.4871908254226938,False
GSE30529,CCL27,-1.45100078268829,-1.45100078268829,False
GSE30529,CCL3,-0.08016771045971885,-0.08016771045971885,False
GSE30529,CCL4,0.11052224044714268,0.11052224044714268,False
GSE30529,CCL5,1.3942153385928744,1.4019925814074259,False
GSE30529,CCL7,-1.3144972069852345,-1.3144972069852345,False
GSE30529,CCNC,0.0757194911876463,0.0757194911876463,False
GSE30529,CCNK,-1.55427093981591,-1.55427093981591,False
GSE30529,CCNT1,-1.20026935876927,-1.20026935876927,False
GSE30529,CCNT2,0.3025800400433593,1.1568010813553542,False
GSE30529,CCR1,-0.12421595387686672,0.30571165485906693,True
GSE30529,CCR10,0.10143202573537609,0.10143202573537609,False
GSE30529,CCR2,2.5449184651908623,2.2708133782571926,False
GSE30529,CCR3,-0.9568048490806026,-0.9568048490806026,False
GSE30529,CCR4,-0.733334732329774,-0.733334732329774,False
GSE30529,CCR5,0.7355306490647527,0.7355306490647527,False
GSE30529,CCR6,0.874141312383284,0.874141312383284,False
GSE30529,CCR7,1.3214962186108101,1.3214962186108101,False
GSE30529,CCR8,-0.4519634311267677,-0.4519634311267677,False
GSE30529,CCR9,-0.40629578647013026,-0.40629578647013026,False
GSE30529,CCRL2,-0.46551157455721404,-0.46551157455721404,False
GSE30529,CD151,0.7591712465265424,0.7591712465265424,False
GSE30529,CD177,-1.4449464438610102,-1.4449464438610102,False
GSE30529,CD19,-0.39967420962591294,-0.39967420962591294,False
GSE30529,CD2,1.6978796098040723,1.6978796098040723,False
GSE30529,CD244,-0.07696286789298892,-0.07696286789298892,False
GSE30529,CD44,2.20773553191928,1.1367176518877795,False
GSE30529,CD46,-0.7179740185144978,-0.4503316918216509,False
GSE30529,CD47,2.2416144489955836,1.2281444520091986,False
GSE30529,CD48,2.272668166755301,2.272668166755301,False
